basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
3580210_ostra_lunda,2011,268328.14,0.118721461,303,0191_sigtuna
4451420_svartgarn,2003,268319.75,0.181222707,535,0117_osteraker
1010140_stortorget,2002,268310.98,0.468650372,1283,0180_stockholm
3720610_solna_station_stora_frosunda_brahelund,2010,268308.8665,0.325541126,1528,0184_solna
4122600_vastra_odenslunda,2002,268307.29,0.166193182,928,0114_upplands_vasby
6320612_sjukhuset,2013,268293.43,0.188741722,485,0181_sodertalje
3324320_norra_nibble,2003,268286.73,0.249786871,1748,0123_jarfalla
6330240_vastra_ronna,2002,268251.1,0.103448276,115,0181_sodertalje
1420410_langholmen,2002,268249.24,0.289719626,119,0180_stockholm
3335320_vastra_lund,2003,268240.82,0.1875,1283,0123_jarfalla
6125000_roslags_bro,2013,268205.2,0.140028289,1061,0188_norrtalje
6320622_rosenborg,2000,268167.06,0.333333333,93,0181_sodertalje
3720920_albygard,2010,268166.69,0.299093656,1041,0184_solna
6132200_frotuna,2008,268165.09,0.218309859,170,0188_norrtalje
4111140_prastgardsmarken,2010,268158,0.1882494,1062,0114_upplands_vasby
2210500_ballsta,2004,268114.61,0.191873589,539,0180_stockholm
3220102_ostra_narlunda,2005,268106.5,0.298165138,360,0125_ekero
5211340_brandbergen_smahus,2005,268100.71,0.14013267,1554,0136_haninge
5320320_ostra_skogas,2007,268065.51,0.184988376,3657,0126_huddinge
3560500_rosersbergs_nya_arbetsomr_arlanda_stad_ost_norrsunda_glesbygd_brista_varmeverk,2007,268061.07,0.090551181,328,0191_sigtuna
2220400_nockebyhov,2002,268057.74,0.425160698,1995,0180_stockholm
5120920_tumba_glesbygd,2011,268041,0.189922481,323,0127_botkyrka
3335410_ostra_sandvik,2003,268039.42,0.189772727,1044,0123_jarfalla
5255130_vasterhaninge_kyrka,2008,268024.96,0.232209738,372,0136_haninge
5630300_skepsdalsstrom,2000,268020.61,0.191346154,1215,0120_varmdo
5140650_tullinge_centrum,2010,268016.78,0.243148278,2148,0127_botkyrka
5511150_norra_hanviken,2001,268015.09,0.193455245,1394,0138_tyreso
5611160_osby_grind,2002,268011.16,0.155172414,190,0120_varmdo
5310950_horningsns_balingsnas,2002,268003.46,0.201583873,1831,0126_huddinge
5513330_vastra_fardala,2005,268002.67,0.213367609,659,0138_tyreso
5110290_sturehov,2009,267997.25,0.174545455,387,0127_botkyrka
3910320_viggbygardet,2012,267983.88,0.231454006,842,0160_taby
2160720_vastra_larsboda,2009,267972.66,0.281603289,1433,0180_stockholm
5513220_bondevagen,2001,267968.28,0.223443223,398,0138_tyreso
2110820_gulddragaren,2012,267966.59,0.254545455,493,0180_stockholm
3580210_ostra_lunda,2010,267915.96,0.113744076,296,0191_sigtuna
4133200_frestaby,2001,267912.08,0.171179884,1215,0114_upplands_vasby
2160930_norra_svedmyra,2001,267894.33,0.299586777,632,0180_stockholm
2220830_norra_traneberg,2009,267885.42,0.311650485,1314,0180_stockholm
5320410_lanna_drevviken,2003,267879.66,0.187165775,845,0126_huddinge
2230300_nalsta,2000,267879.27,0.277654376,3178,0180_stockholm
1140130_matteuskyrka,2000,267877.36,0.4,2534,0180_stockholm
1120150_skandiahuset,2004,267867.96,0.441935484,425,0180_stockholm
3411310_vastra_naset,2008,267867.02,0.302003082,1010,0186_lidingo
1210210_roslagstulls_sjukhus,2006,267836.56,0.498837209,1238,0180_stockholm
2161030_sodra_tallkrogen,2002,267824.99,0.242811502,1570,0180_stockholm
4450110_ekbacken,2007,267801.88,0.231143552,576,0117_osteraker
3220102_ostra_narlunda,2004,267782.2,0.282511211,358,0125_ekero
5310850_vardkasen,2006,267779.13,0.168539326,434,0126_huddinge
5260000_musko_forsamling,2012,267774.55,0.097368421,612,0136_haninge
2240122_sodra_bromsten_s,2000,267748.23,0.156363636,320,0180_stockholm
3720910_skytteholm,2006,267747.46,0.271963824,2368,0184_solna
5513220_bondevagen,2004,267723.76,0.24535316,402,0138_tyreso
5211710_norrby,2007,267721.87,0.125603865,253,0136_haninge
4122430_sodra_smedby,2012,267717.91,0.120204604,489,0114_upplands_vasby
1420420_reimersholme,2004,267715.63,0.513105639,1895,0180_stockholm
3210500_lovo_glesbygd,2004,267698.83,0.295532646,367,0125_ekero
4450230_hacksta,2002,267686.93,0.219178082,635,0117_osteraker
3710570_huvudstafaltet,2010,267660.8,0.313101406,1901,0184_solna
4250500_karsta_glesbygd,2009,267648.84,0.129807692,525,0115_vallentuna
2240621_solhojden,2004,267645.48,0.314840499,1029,0180_stockholm
3240000_adelso_forsamling,2012,267644.14,0.126829268,612,0125_ekero
2161020_norra_tallkrogen,2013,267633.08,0.221230159,1381,0180_stockholm
1010130_munkbron,2000,267631.48,0.41459854,857,0180_stockholm
5310420_skogsang_milsten,2001,267620.93,0.252737995,3008,0126_huddinge
5140110_tullinge_villastad,2003,267619.16,0.229166667,1114,0127_botkyrka
2150500_karrtorp,2013,267616.42,0.354129102,3702,0180_stockholm
2211220_johannesfred,2007,267613.98,0.323891626,2110,0180_stockholm
4133920_fresta_sodra_glesbygd,2008,267612.91,0.179775281,103,0114_upplands_vasby
4070130_tibblehojden,2006,267591.79,0.231205674,923,0139_upplands_bro
1420110_hogalidskyrkan,2005,267589.78,0.452198853,4096,0180_stockholm
4070170_kungsangens_glesbygd_rankhus,2002,267523.43,0.197247706,260,0139_upplands_bro
3312270_ladersatra,2011,267517.02,0.232294618,1741,0123_jarfalla
2150830_sodra_bagarmossen,2003,267492.34,0.409961686,717,0180_stockholm
1420210_hornstull,2009,267481.88,0.379414298,3435,0180_stockholm
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2006,267476.79,0.405194805,501,0184_solna
3250100_farentuna_fd_forsamling,2007,267468.29,0.170905392,1271,0125_ekero
3720790_hallen,2008,267457.13,0.27688172,551,0184_solna
3710420_karolinska_sjukhuset_nya_karolinska_solna_kyrkby,2008,267450.4,0.410326087,496,0184_solna
1140120_tre_liljor,2001,267440.34,0.397345824,3343,0180_stockholm
1440210_tullgarden,2008,267434.86,0.380841121,1073,0180_stockholm
2220900_ulvsunda,2002,267434.1,0.364670205,1673,0180_stockholm
6132501_frotuna_o_glesbygd,2011,267433.23,0.139732685,1252,0188_norrtalje
6392000_morko_forsamling,2009,267428.32,0.214035088,396,0181_sodertalje
2160330_farsta_gard,2008,267412.17,0.322418136,840,0180_stockholm
1320130_fridhemsplan,2001,267377.84,0.375241779,620,0180_stockholm
3910220_grindtorp,2013,267367.45,0.254823151,2297,0160_taby
6220300_grodby,2006,267340.45,0.152173913,229,0192_nynashamn
4111110_norra_runby,2011,267340.22,0.231946144,2379,0114_upplands_vasby
2170321_skarholmens_gard,2009,267332.93,0.266666667,473,0180_stockholm
4451410_rydbo,2002,267312.02,0.235880399,370,0117_osteraker
1320500_fredhall,2006,267303.34,0.436486885,4414,0180_stockholm
5630510_norra_varmdo_torsby_evlinge_saltaro_skarmaro,2007,267300.16,0.181922197,2182,0120_varmdo
2240650_logvagen_erland,2008,267293.86,0.209756098,324,0180_stockholm
6382100_jarna,2014,267287.96,0.209043736,4256,0181_sodertalje
5411030_kvarnholmen,2008,267262.86,0.271028037,140,0182_nacka
3250320_sanga_glesbygd,2006,267257.61,0.221987315,580,0125_ekero
2220900_ulvsunda,2003,267236.12,0.364400306,1656,0180_stockholm
6123100_svanberga,2007,267233.88,0.130252101,302,0188_norrtalje
1330100_lilla_essingen,2004,267229.78,0.37037037,3224,0180_stockholm
2160760_ostra_larsboda,2002,267206.18,0.293333333,114,0180_stockholm
3810720_rissne_norra_arbetsomrade,2012,267184.64,0.230769231,111,0183_sundbyberg
2230520_norra_vinsta,2002,267177.54,0.173687622,1888,0180_stockholm
3710520_jungfrudansen,2008,267170,0.302702703,1940,0184_solna
1010310_norrlandsgatan,2004,267152.9,0.325301205,98,0180_stockholm
4450320_trasatra,2004,267143.64,0.186600719,2601,0117_osteraker
3335220_viksjo_centrum,2012,267140.11,0.161222339,1713,0123_jarfalla
6320622_rosenborg,2002,267129.46,0.328947368,98,0181_sodertalje
6351200_enhorna_glesbygd,2005,267108.15,0.12522686,1349,0181_sodertalje
5711120_skogsang,2005,267096.91,0.159465021,1264,0128_salem
5432220_ostra_kummelnas,2001,267094.93,0.261554622,1125,0182_nacka
4311650_engarn_storang,2002,267086.98,0.3125,375,0187_vaxholm
5211440_vega_vega_soderhagen,2004,267070.24,0.1336074,1109,0136_haninge
2120660_sodra_solberga,2012,267065.26,0.338075881,2109,0180_stockholm
6134100_bergshamra,2014,267060.13,0.160958904,462,0188_norrtalje
6382100_jarna,2013,267040.03,0.205070843,4198,0181_sodertalje
5411110_finntorp,2009,267029.76,0.361455108,2046,0182_nacka
6351210_ekeby,2002,266999.52,0.158273381,684,0181_sodertalje
4050200_mariedal_nashagen,2011,266997.54,0.068493151,279,0139_upplands_bro
5120910_tumba_bruk,2005,266979.56,0.166666667,1282,0127_botkyrka
5140712_lanthem_s,2001,266960.09,0.216374269,637,0127_botkyrka
4450240_skansta,2003,266957.64,0.184281843,1277,0117_osteraker
1410210_sodra_station_vast,2002,266954.65,0.360967185,1374,0180_stockholm
5140650_tullinge_centrum,2009,266942.95,0.231853418,2117,0127_botkyrka
2140850_valla_garde,2012,266942.86,0.294312169,2177,0180_stockholm
4250100_karsta,2013,266942.48,0.191836735,312,0115_vallentuna
2230520_norra_vinsta,2003,266939.15,0.175631886,1907,0180_stockholm
3411610_boson,2008,266929.21,0.373134328,107,0186_lidingo
2170430_vastra_varberg,2000,266917.68,0.290102389,1250,0180_stockholm
5120830_grytstigen,2012,266914.46,0.216981132,380,0127_botkyrka
6110320_fagelsangen,2007,266890.27,0.186331399,2034,0188_norrtalje
5513310_norra_bollmora,2013,266888.69,0.166868198,1619,0138_tyreso
2110930_korpmossen,2003,266885.51,0.272300469,552,0180_stockholm
5211220_eriksberg,2012,266880.14,0.124156545,1217,0136_haninge
6123500_estuna_glesbygd,2014,266869.03,0.116838488,411,0188_norrtalje
1320220_svedbergsplan,2006,266855.87,0.390199637,745,0180_stockholm
3810310_lotsjo,2006,266819.47,0.338541667,234,0183_sundbyberg
1310120_kungsklippan,2001,266810.95,0.408874802,3297,0180_stockholm
1410110_mariaberget,2003,266808.56,0.436021505,2360,0180_stockholm
6142500_fasterna_glesbygd,2013,266807.77,0.13622291,482,0188_norrtalje
6320621_ostra_rosenlund,2011,266800.28,0.199290361,2613,0181_sodertalje
1140240_rodaberget,2003,266792.06,0.49566408,3087,0180_stockholm
5511160_sodra_hanviken,2000,266781.34,0.193133047,629,0138_tyreso
3710530_sodra_huvusta,2010,266780.46,0.401050081,3846,0184_solna
4450260_asatra,2007,266774.39,0.136774194,995,0117_osteraker
3810220_rasten,2007,266758.32,0.324468085,1718,0183_sundbyberg
5513310_norra_bollmora,2014,266754.76,0.175644028,1658,0138_tyreso
2110740_telefonplan,2008,266747.14,0.429889299,2019,0180_stockholm
3720710_rasunda_kyrka_sodra_rasunda,2004,266697.34,0.387400981,3683,0184_solna
5512010_norra_lindalen,2005,266694.53,0.156862745,1072,0138_tyreso
3346110_skalby,2001,266693.24,0.18671193,2605,0123_jarfalla
4451430_ostra_ryds_glesbygd,2004,266669.5,0.157894737,121,0117_osteraker
1420120_skinnarviksringen,2007,266663.25,0.465043695,2074,0180_stockholm
5120930_kommunalhuset,2012,266660.19,0.238520408,1141,0127_botkyrka
3911760_midgard,2011,266655.53,0.259009009,655,0160_taby
4111140_prastgardsmarken,2009,266641.06,0.188235294,1071,0114_upplands_vasby
4070120_norra_kungsangen,2012,266613.05,0.202166065,1665,0139_upplands_bro
4070110_sodra_kungsangen,2008,266591.88,0.1998002,1639,0139_upplands_bro
6147000_nartuna_forsamling,2011,266580.87,0.175287356,468,0188_norrtalje
5211340_brandbergen_smahus,2004,266558.79,0.130541872,1565,0136_haninge
6240550_osmo_norra_glesbygd,2007,266551.62,0.139737991,820,0192_nynashamn
5310810_fullersta_gard,2007,266472.17,0.258378378,1539,0126_huddinge
1120230_sjokatten,2002,266467.08,0.386454183,958,0180_stockholm
2160230_vastra_farsta,2005,266459.32,0.244514107,987,0180_stockholm
5320410_lanna_drevviken,2002,266454.06,0.178370787,793,0126_huddinge
5432030_klinten,2009,266446.34,0.23553719,728,0182_nacka
6123210_farsna,2008,266438.77,0.117647059,107,0188_norrtalje
5120830_grytstigen,2011,266421.67,0.206008584,386,0127_botkyrka
5211150_dalen,2002,266419.34,0.179775281,413,0136_haninge
2240621_solhojden,2003,266418.35,0.311813187,1032,0180_stockholm
1010240_oscarsteatern,2006,266409.16,0.616161616,126,0180_stockholm
2140220_tradskolan,2005,266403.13,0.316831683,501,0180_stockholm
4451420_svartgarn,2002,266395.07,0.177985948,504,0117_osteraker
1120120_tandlakarhogskolan,2003,266390.28,0.539419087,336,0180_stockholm
1420320_tanto,2003,266380.99,0.454545455,1091,0180_stockholm
5120830_grytstigen,2014,266376.94,0.226851852,397,0127_botkyrka
3810720_rissne_norra_arbetsomrade,2009,266368.87,0.272727273,102,0183_sundbyberg
5511000_vastra_trollbacken,2000,266360.34,0.229654879,3081,0138_tyreso
2110120_sankt_sigfrid,2009,266336.15,0.419515433,3690,0180_stockholm
6381100_molnbo,2011,266331.31,0.211438475,745,0181_sodertalje
5640100_djurhamn,2009,266279.65,0.189134809,699,0120_varmdo
4450250_singo,2009,266261.85,0.129963899,344,0117_osteraker
5514000_krusboda,2002,266250.13,0.180503731,2566,0138_tyreso
1230360_oregrundsgatan,2006,266234.78,0.498090145,1874,0180_stockholm
5432020_sodra_bjorknas,2000,266221.87,0.241114313,1311,0182_nacka
4450230_hacksta,2003,266191.16,0.219758065,624,0117_osteraker
5711130_soderby,2002,266186.41,0.178034682,1051,0128_salem
3250202_ricksattra,2008,266185.31,0.240963855,108,0125_ekero
6210410_nynashamn_sv_esto,2011,266180.02,0.18373494,1088,0192_nynashamn
2110530_sodra_hagerstensasen,2011,266165.83,0.331510791,4357,0180_stockholm
5255140_ribby,2012,266147.73,0.153721683,1991,0136_haninge
4450120_runo_gard,2013,266110.3,0.154651163,1284,0117_osteraker
3710530_sodra_huvusta,2008,266072.97,0.384711779,3724,0184_solna
5255121_jagartorp,2003,266042.14,0.202922078,833,0136_haninge
6383000_ytterjarna_forsamling,2009,266031.37,0.261245675,710,0181_sodertalje
4450210_akerstorp,2005,266027.64,0.191919192,1140,0117_osteraker
6110340_ostra_rodenstaden,2011,266027.16,0.192405063,721,0188_norrtalje
1420220_bysistappan,2005,266007.67,0.36446281,1625,0180_stockholm
2120700_vastertorp,2013,265991.18,0.30130574,5637,0180_stockholm
3560210_rosersbergs_bostadsomr,2006,265989.5,0.15771028,1202,0191_sigtuna
4450110_ekbacken,2006,265980.22,0.247524752,563,0117_osteraker
1230320_tessinparken,2004,265975.12,0.466350711,3302,0180_stockholm
5511120_centrala_trollbacken,2002,265973.71,0.188118812,1032,0138_tyreso
6133600_yxlan,2012,265972.67,0.127118644,222,0188_norrtalje
5311042_kynas,2002,265966.17,0.219498911,2450,0126_huddinge
3510220_vastra_norrbacka,2004,265960.75,0.134430727,958,0191_sigtuna
5120910_tumba_bruk,2004,265953.05,0.151140684,1281,0127_botkyrka
3250400_ska_fd_forsamling,2006,265944.94,0.197329377,886,0125_ekero
6210640_hamnvik,2002,265938.53,0.125,110,0192_nynashamn
6220520_sorunda_vastra_glesbygd,2009,265926.27,0.112660944,1244,0192_nynashamn
3710130_ostra_ritorp,2000,265920.11,0.299528302,514,0184_solna
2120401_langbro_v,2003,265918.33,0.273307791,1106,0180_stockholm
3610180_rotsunda_gard,2007,265914.96,0.226415094,1958,0163_sollentuna
3911680_erikslund,2000,265912.43,0.27961165,642,0160_taby
1320310_ostra_stadshagen,2012,265911.3,0.351305813,1610,0180_stockholm
6141500_rimbo_glesbygd,2011,265894.43,0.183006536,857,0188_norrtalje
4450150_ostra_sora,2004,265889.73,0.220230474,923,0117_osteraker
2110390_axelsberg_nord,2007,265871.47,0.295953757,1242,0180_stockholm
3910320_viggbygardet,2009,265866.97,0.19858156,738,0160_taby
3220500_ekero_glesbygd,2002,265820.74,0.219306467,1277,0125_ekero
5411320_jarlaberg,2005,265814.77,0.294917258,2202,0182_nacka
3580100_skepptuna_fd_forsamling,2013,265801.17,0.136842105,428,0191_sigtuna
1210151_stureplan_o,2009,265799.34,0.382022472,119,0180_stockholm
6310110_ostra_centrum,2011,265778.3,0.195895522,1618,0181_sodertalje
5211550_sodra_handen,2012,265777.91,0.208759124,1010,0136_haninge
2150200_enskededalen,2001,265746.17,0.345852895,1716,0180_stockholm
3335600_fjallen,2000,265729.78,0.164298401,1298,0123_jarfalla
6134100_bergshamra,2013,265724.54,0.146757679,469,0188_norrtalje
1120140_adolf_fredriks_kyrka,2004,265717.29,0.358730159,425,0180_stockholm
5630110_hemmesta,2003,265706.82,0.143002028,1221,0120_varmdo
2170321_skarholmens_gard,2004,265692.75,0.265560166,429,0180_stockholm
4020000_lassa_forsamling,2006,265684.77,0.191729323,326,0139_upplands_bro
4070210_brunna_tatort,2004,265664.96,0.13869258,2634,0139_upplands_bro
5120840_vedstigen,2006,265650.02,0.128712871,135,0127_botkyrka
3810300_storskogen,2011,265636.43,0.242944785,2353,0183_sundbyberg
4111120_sodra_runby,2010,265624.76,0.201877934,268,0114_upplands_vasby
3810720_rissne_norra_arbetsomrade,2007,265603.66,0.276923077,111,0183_sundbyberg
6410100_nykvarn,2005,265596.72,0.125269978,4207,0140_nykvarn
3510220_vastra_norrbacka,2005,265592.32,0.132857143,946,0191_sigtuna
2210130_sodra_abrahamsberg,2007,265581.33,0.37641357,832,0180_stockholm
5140641_tullinge_parkhem,2001,265581.22,0.184538653,1837,0127_botkyrka
4060000_hatuna_forsamling,2009,265578.41,0.150289017,420,0139_upplands_bro
3413420_bodal,2007,265573.53,0.292089249,826,0186_lidingo
2120630_vastra_solberga,2009,265569.22,0.267352185,504,0180_stockholm
6381500_vardinge_glesbygd,2012,265552.95,0.216535433,701,0181_sodertalje
5432400_krokhojden,2000,265552.04,0.26728972,705,0182_nacka
6143500_edsbro_glesbygd,2013,265551.32,0.124661247,575,0188_norrtalje
3710520_jungfrudansen,2009,265543.86,0.314648729,2019,0184_solna
2130430_ostra_stureby,2001,265528.89,0.354342813,1847,0180_stockholm
5211131_sodra_vendelso,2005,265517.61,0.171359614,1584,0136_haninge
2140330_svampvagen,2002,265497.88,0.34858681,1017,0180_stockholm
5310942_sorskogen,2000,265495.01,0.227737226,858,0126_huddinge
5211520_norra_handen,2004,265494.49,0.144329897,584,0136_haninge
2240121_sodra_bromsten_n,2006,265479.12,0.190332326,413,0180_stockholm
2130230_vastra_hogdalen,2007,265478.59,0.235690236,545,0180_stockholm
4111140_prastgardsmarken,2008,265474.77,0.188745604,1065,0114_upplands_vasby
6210490_trehorningen_mm,2006,265472.6,0.211045365,716,0192_nynashamn
4133920_fresta_sodra_glesbygd,2005,265453.77,0.126436782,100,0114_upplands_vasby
3312300_molnsattra,2003,265405.87,0.222222222,423,0123_jarfalla
1010310_norrlandsgatan,2003,265400.7,0.31884058,86,0180_stockholm
6121000_malsta_forsamling,2009,265400.39,0.155778894,256,0188_norrtalje
5120790_skacklinge,2006,265393.34,0.16119651,2863,0127_botkyrka
4070150_tibbleangen,2013,265370.22,0.173106646,2163,0139_upplands_bro
5120950_nackdala,2008,265356.69,0.194139194,504,0127_botkyrka
2170321_skarholmens_gard,2014,265353.92,0.274924471,518,0180_stockholm
5110290_sturehov,2008,265347.45,0.17704918,405,0127_botkyrka
4451410_rydbo,2001,265302.64,0.209964413,353,0117_osteraker
3510450_marsta_vastra_glesbygd_marsta_maby,2010,265287.15,0.16,67,0191_sigtuna
5411100_alphyddan,2007,265273.4,0.351190476,1015,0182_nacka
2250370_radisvagen,2001,265196.19,0.269083969,785,0180_stockholm
1140220_birkagarden,2011,265183.21,0.540826129,1444,0180_stockholm
2140220_tradskolan,2004,265179.05,0.30617284,507,0180_stockholm
2140320_enskede_kyrka,2001,265178.74,0.361980649,2195,0180_stockholm
6148000_gottrora_forsamling,2010,265170.21,0.110843373,525,0188_norrtalje
5120840_vedstigen,2009,265165.97,0.08988764,132,0127_botkyrka
5610200_mortnas,2000,265163.96,0.196638655,716,0120_varmdo
4270100_karby,2007,265157.86,0.148337596,524,0115_vallentuna
6240530_osmo_ostra_glesbygd,2008,265131.53,0.156521739,161,0192_nynashamn
6143500_edsbro_glesbygd,2014,265125.29,0.117166213,590,0188_norrtalje
3710570_huvudstafaltet,2009,265109.23,0.308779762,1879,0184_solna
3580300_vidbo_fd_forsamling,2012,265100.3,0.120481928,250,0191_sigtuna
1130130_observatoriegatan,2000,265074.5,0.418726236,2794,0180_stockholm
3580100_skepptuna_fd_forsamling,2012,265042.89,0.127090301,426,0191_sigtuna
3510270_ostra_arenberga,2002,265038.8,0.197115385,312,0191_sigtuna
3810100_lilla_alby,2008,265025.94,0.27293666,3600,0183_sundbyberg
3720920_albygard,2009,265008.29,0.313146233,1050,0184_solna
2160520_gubbangstorget,2013,264995.59,0.296493092,3819,0180_stockholm
1420210_hornstull,2008,264992.88,0.370560548,3439,0180_stockholm
